Smiles,EC50 (nM),values
Cc1ccc(C)c(Oc2ccncc2C(=O)N2CCN(C3CC3)c3ccccc23)c1,0.72,1.0
CCc1cc(Cl)c(Oc2ccncc2C(=O)N2CCN(C3CC3)c3ccccc23)cc1Cl,0.72,1.0
COc1ccc(cc1OC)N(C)c1cnc(SCc2c(F)cccc2F)n1-c1ccc(F)cc1,0.8,1.0
COc1cc(ccc1F)-n1c(SCc2c(F)cccc2F)ncc1N(C)c1ccc(OC)c(OC)c1,0.8,1.0
COC(=O)c1coc2ccc(Oc3ccncc3C(=O)N3CCN(C4CC4)c4ccccc34)cc12,0.9,1.0
Cc1cc(ccn1)C(\C[C@H](c1ccc(cc1)C1C[C@H]2[C@@H](C1)C2C(O)=O)c1ccc(F)cc1F)=N/O,1.0,1.0
OC(=O)c1ccc(OC2CCN(CC2)c2cc(nc(n2)C(F)(F)F)N2CC[C@H]2C(=O)NCCc2ccc(cc2)C#N)cc1,1.0,1.0
CN1CCN(CC1)c1cc(nc(n1)C(F)(F)F)N1CCC[C@H](C1)C(=O)NCCc1ccc(cc1)C#N,1.0,1.0
OC(=O)[C@H]1CC[C@@H](CC1)c1ccc(cc1)-c1cc(nc(n1)C(F)(F)F)N1CC[C@H]1C(=O)NCCc1ccc(cc1)C#N,1.0,1.0
COc1cccc(c1)-c1noc(C)c1C(=O)N(C)c1ccc(Cl)cc1,1.0,1.0
OCC(CO)(CO)NC(=O)NCCCCCc1cc(Cl)c(CN2CSC[C@H]2C(=O)N2CCN(C3CC3)c3ccccc23)cc1Cl,1.0,1.0
C[C@H](c1ccccc1)n1cncc1C(=O)N1CCN(CC1)c1ccccc1F,1.1,1.0
CC(C)N(Cc1ccc(C)nc1)C(=O)c1c(C)nn(C)c1Oc1cccc(Cl)c1Cl,1.2,1.0
OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CNC(=O)c1ccc(COc2cc(Cl)c(CN3CSC[C@H]3C(=O)N3CCN(C4CC4)c4ccccc34)cc2Cl)cc1,1.2,1.0
Clc1cc2occc2cc1Oc1ccncc1C(=O)N1CCN(C2CC2)c2ccccc12,1.4,1.0
Fc1cccc(F)c1-c1ccncc1CN1[C@H](ON=C1c1ccco1)c1cc(cc(c1Cl)C(F)(F)F)C(F)(F)F,1.4,1.0
COc1ccc(cc1OC)C(C)(C)c1cnc(SCCOc2ccc(cc2)-n2ccnc2C)n1-c1ccc(F)cc1,1.5,1.0
Clc1ccc(Cl)c(Oc2ccncc2C(=O)N2CCN(C3CC3)c3ccccc23)c1,1.5,1.0
Cc1noc2ccc(Oc3ccncc3C(=O)N3CCN(C4CC4)c4ccccc34)cc12,1.5,1.0
COc1ccc(cc1OC)C(C)(C)c1cnc(SCCOCc2c(F)cccc2Cl)n1-c1ccc(F)cc1,1.6,1.0
CCNc1nc2CCN(Cc2c(n1)C(N)=O)C(=O)CCc1ccc(SC(F)(F)F)cc1,1.6,1.0
CCOC(=O)c1coc2cc(Cl)c(Oc3ccncc3C(=O)N3CCN(C4CC4)c4ccccc34)cc12,1.7,1.0
CC(C)N(Cc1cncs1)C(=O)c1c(C)nn(C)c1Oc1cccc(Cl)c1Cl,1.8,1.0
OC(=O)c1ccc(cc1)-c1ccc(cc1)-c1cc(nc(n1)C(F)(F)F)N1CC[C@H]1C(=O)NCCc1ccc(cc1)C#N,2.0,1.0
CN(C(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cnccc1-c1ccc(F)cc1Cl,56.0,1.0
CN(C(=O)c1cc(Cl)nc(c1)C(F)(F)F)c1cnccc1-c1ccccc1C,56.0,1.0
Cc1cc(ccn1)C(C[C@@H](c1ccc(cc1)-c1ccc(cc1)C(O)=O)c1ccccc1C)N=O,57.0,1.0
COc1cc(F)ccc1-c1ccncc1N(CC#N)C(=O)c1cc(cc(c1)S(C)(=O)=O)C(F)(F)F,57.0,1.0
O=C(N1CCN(C2CC2)c2ccccc12)c1cnccc1Oc1ccc2cccnc2c1,59.0,1.0
COc1cc(F)ccc1-c1ccncc1N(C)C(=O)c1cc(nc(c1)S(C)(=O)=O)C(F)(F)F,59.0,1.0
CN(C(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cnccc1-c1ccc(F)cc1OCC#N,60.0,1.0
Cc1ccnc(n1)N1CCC[C@H](C1)C(=O)NCCc1ccc(Cl)cc1,60.0,1.0
Cc1ccccc1[C@H](CC(N=O)c1ccc(=O)n(C)c1)c1ccc(cc1)-c1ccc(cc1)C(O)=O,60.0,1.0
O=C(N1CCN(C2CC2)c2ccccc12)c1cnccc1Oc1ccc2ncsc2c1,60.0,1.0
FC(F)(F)c1cc(cc(c1)C(F)(F)F)C(NCc1cnccc1-c1ccccc1)C#N,61.0,1.0
CO[C@@H]1C[C@@H]2C[C@H](O)CC[C@]2(C)[C@H]2CC[C@]3(C)[C@H](CC[C@H]3[C@H]12)[C@H](C)CCC(=O)N(C)C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,62.0,1.0
Fc1cccc(F)c1-c1ccncc1CNS(=O)(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,62.0,1.0
Cc1c(oc2cc(Cl)c(Oc3ccncc3C(=O)N3CCN(C4CC4)c4ccccc34)cc12)C(O)=O,63.0,1.0
FC(F)(F)c1nc(cc(n1)N1CCC[C@H](C1)C(=O)NCCc1ccc(nc1)C#N)N1CCNCC1,63.0,1.0
F[C@@H]1C[C@H](N(Cc2cc(Cl)ccc2Cl)C1)C(=O)N1CCN(C2CC2)c2ccccc12,63.0,1.0
NCCCCCc1cc(Cl)c(CN2CSC[C@H]2C(=O)N2CCN(C3CC3)c3ccccc23)cc1Cl,63.0,1.0
FC(F)(F)c1ccc(Cl)cc1CN1CSC[C@H]1C(=O)N1CCN(C2CC2)c2ccccc12,63.0,1.0
CN(C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)C(=O)NCCCCc1cc(Cl)c(CN2CSC[C@H]2C(=O)N2CCN(C3CC3)c3ccccc23)cc1Cl,63.0,1.0
Cc1nc(ncc1F)N1CCC[C@H](C1)C(=O)NCCc1ccc(cc1)C#N,63.0,1.0
OC(=O)CNC(=O)CCc1cc(Cl)c(Oc2ncccc2C(=O)N2CCCc3ccccc23)cc1Cl,63.0,1.0
Fc1ccccc1-c1ccncc1CNS(=O)(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,63.0,1.0
CN(C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO)C(=O)CCc1cc(Cl)c(CN2CSC[C@H]2C(=O)N2CCN(C3CC3)c3ccccc23)cc1Cl,63.0,1.0
CN(C(=O)c1c(C)onc1-c1ccccc1Cl)c1ccc(Cl)c(C)c1,63.1,1.0
CCc1onc(c1C(=O)N(C)c1ccc(Cl)cc1)-c1ccccc1,63.1,1.0
O=C(N1CCN(C2CC2)c2ccccc12)c1cnccc1Oc1ccc2ncccc2c1,64.0,1.0
CN(C(=O)c1cc(cc(c1)S(C)(=O)=O)C(F)(F)F)c1cnccc1-c1ccccc1OC1COC1,64.0,1.0
COC(=O)CN(C(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cnccc1-c1ccccc1Cl,66.0,1.0
OCCN(C(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cnccc1-c1ccccc1Cl,66.0,1.0
Cc1c(Br)oc2cc(Cl)c(Oc3ccncc3C(=O)N3CCN(C4CC4)c4ccccc34)cc12,66.0,1.0
O=C(N1CCN(C2CC2)c2ccccc12)c1cnccc1Oc1cccc2ccccc12,66.0,1.0
Clc1ccc(Cl)c(Oc2ccncc2C(=O)N2CCN(CC=C)c3ccccc23)c1,66.0,1.0
OCCNC(=O)c1cc(Cl)c(Oc2ncccc2C(=O)N2CCCc3ccccc23)cc1Cl,68.0,1.0
COc1nc(C)ccc1-c1ccncc1N(C)C(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,68.0,1.0
COc1ccc(cc1OC)N(C)c1cnc(SCc2ccccc2)n1-c1ccc(F)cc1,68.0,1.0
CC(C)(c1cnc(SCCOCc2ccc(cc2)C#N)n1-c1ccc(F)cc1)c1ccc(Cl)c(Cl)c1,68.0,1.0
COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOc1cc(F)c(CSc2ncc(N(C)c3ccc(OC)c(OC)c3)n2-c2ccc(F)cc2)c(F)c1,68.0,1.0
COc1cc(F)ccc1-c1ccncc1N(C)C(=O)c1cc(cc(c1)S(=O)(=O)C1CN(C1)S(C)(=O)=O)C(F)(F)F,69.0,1.0
CC(C)N1CCN(C(=O)c2cnccc2Oc2cc(Cl)ccc2Cl)c2ccccc12,69.0,1.0
COc1cc(F)c(F)cc1-c1ccncc1N(CC(F)(F)F)C(=O)c1cc(nc(c1)C(F)(F)F)C(F)(F)F,69.0,1.0
CCNS(=O)(=O)O[C@@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC[C@@H]2[C@H]4[C@@H](CC[C@@]4(CC[C@@]32C)C(O)=O)C(C)C)C1(C)C,69.0,1.0
CN(C(=O)c1cc(C)cc(c1)C(F)(F)F)c1cnccc1-c1ccccc1C,70.0,1.0
COC(=O)CN(C(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cnccc1-c1cc(F)c(F)cc1OC,70.0,1.0
CN1CCN(CC1)c1cc(nc(n1)N1CCC[C@H](C1)C(=O)NCCc1ccc(cc1)C#N)C(F)(F)F,2.0,1.0
OC(=O)Cc1ccc(OC2CCN(CC2)c2cc(nc(n2)C(F)(F)F)N2CC[C@H]2C(=O)NCCc2ccc(cc2)C#N)cc1,2.0,1.0
OC(=O)CNC(=O)CNC(=O)CNC(=O)CCCCc1cc(Cl)c(CN2CSC[C@H]2C(=O)N2CCN(C3CC3)c3ccccc23)cc1Cl,2.0,1.0
OC(=O)Cc1ccc(OC2CCN(CC2)c2cc(nc(n2)C(F)(F)F)N2CCC[C@H](C2)C(=O)NCCc2ccc(cc2)C#N)cc1,2.0,1.0
CN(C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)C(=O)CCCCc1cc(Cl)c(CN2CSC[C@H]2C(=O)N2CCN(C3CC3)c3ccccc23)cc1Cl,2.0,1.0
CN1CCN(CC1)c1cc(nc(n1)C(F)(F)F)N1CC[C@H]1C(=O)NCCc1ccc(cc1)C#N,2.0,1.0
COc1ccc(cc1OC)N(C)c1cnc(SCc2c(F)cccc2F)n1-c1ccc(F)c(Cl)c1,2.0,1.0
OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CNC(=O)NCCCCc1cc(Cl)c(CN2CSC[C@H]2C(=O)N2CCN(C3CC3)c3ccccc23)cc1Cl,2.0,1.0
OC(=O)CNC(=O)[C@H](CSSC[C@H](NC(=O)CCC(NC(=O)CCCCc1cc(Cl)c(CN2CSC[C@H]2C(=O)N2CCN(C3CC3)c3ccccc23)cc1Cl)C(O)=O)C(=O)NCC(O)=O)NC(=O)CCC(NC(=O)CCCCc1cc(Cl)c(CN2CSC[C@H]2C(=O)N2CCN(C3CC3)c3ccccc23)cc1Cl)C(O)=O,2.0,1.0
CC(=O)c1cc(ccc1O)C(=O)N1CCN(C2CC2)c2ccccc12,2.3,1.0
COc1ccc(cc1OC)C(C)(C)c1cnc(SCCOCc2ccc(cc2)C#N)n1-c1ccc(F)cc1,2.3,1.0
COc1ccc(cc1OC)C(C)(C)c1cnc(SCCOc2ccc(cc2)C#N)n1-c1ccc(F)cc1,2.3,1.0
OP(O)(=O)CN1CCN(CC1)C(=O)NCCCCCc1cc(Cl)c(CN2CSC[C@H]2C(=O)N2CCN(C3CC3)c3ccccc23)cc1Cl,2.5,1.0
CCOC(=O)c1coc2ccc(Oc3ccncc3C(=O)N3CCN(C4CC4)c4ccccc34)cc12,2.8,1.0
NC(=O)c1nc(nc2CCN(Cc12)C(=O)CCc1ccc(OC(F)(F)F)cc1)C1CC1,2.8,1.0
Clc1ccc(Cl)c(Oc2ccncc2C(=O)N2CCN(C3CCC3)c3ccccc23)c1,2.8,1.0
Clc1ccc(Cl)c(Oc2ncncc2C(=O)N2CCN(C3CC3)c3ccccc23)c1,2.9,1.0
CN1CCN(CC1)c1cc(nc(n1)C(F)(F)F)N1CCC[C@H](C1)C(=O)NCCc1ccc(nc1)C#N,3.0,1.0
CCN1CCN(C(=O)c2cnccc2Oc2cc(Cl)ccc2Cl)c2ccccc12,3.1,1.0
OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CNC(=O)CCCCc1cc(Cl)c(CN2CSC[C@H]2C(=O)N2CCN(C3CC3)c3ccccc23)cc1Cl,3.2,1.0
CN1CCN(C(=O)c2cncnc2Oc2cc(Cl)ccc2Cl)c2ccccc12,3.5,1.0
CN1CCN(C(=O)c2cnc(O)nc2Oc2cc(Cl)ccc2Cl)c2ccccc12,3.9,1.0
CN(C(=O)c1c(onc1-c1ccccc1Cl)C1CC1)c1ccc(Cl)cc1,3.98,1.0
CCc1onc(c1C(=O)N(C)c1ccc(Cl)cc1)-c1ccccc1Cl,3.98,1.0
CC1(CCN(CC1)c1cc(nc(n1)C(F)(F)F)N1CCC[C@H](C1)C(=O)NCCc1ccc(cc1)C#N)C(O)=O,4.0,1.0
CCN1CCN(CC1)c1cc(nc(n1)C(F)(F)F)N1CC[C@H]1C(=O)NCCc1ccc(nc1)C#N,4.0,1.0
C[C@@H](NC(=O)[C@@H](C)NC(=O)[C@@H](C)NC(=O)CCCCc1cc(Cl)c(CN2CSC[C@H]2C(=O)N2CCN(C3CC3)c3ccccc23)cc1Cl)C(O)=O,4.0,1.0
CCc1ccc(cc1)N(C)C(=O)c1c(C)onc1-c1ccccc1Cl,1000.0,0.0
C[C@H](CCCS(O)(=O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,1000.0,0.0
CN(C(=O)c1c(C)onc1-c1ccc(C)cc1)c1ccc(Cl)cc1,1000.0,0.0
C[C@]1(CCCN1Cc1cc(Cl)ccc1Cl)C(=O)N1CCN(C2CC2)c2ccccc12,1000.0,0.0
CC[C@@H]1[C@H](O)[C@H]2[C@@H]3CC[C@H]([C@H](C)CCCO)[C@@]3(C)CC[C@@H]2[C@@]2(C)CC[C@@H](O)C[C@@H]12,1030.0,0.0
CC(=C)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12)C(O)=O,1040.0,0.0
COc1ccc(c(C)c1)-c1ccncc1N(C)C(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,1048.0,0.0
C[C@H](C[C@H](C)C(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,1050.0,0.0
CN(C(=O)c1cccc(c1F)C(F)(F)F)c1cnccc1-c1ccccc1C,1051.0,0.0
Fc1ccccc1-c1ccncc1CN(C(=O)c1ccsc1)S(=O)(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,1090.0,0.0
COc1cc(ccc1F)C1(C)CCCc2nc(SCc3c(F)cc(OCCOCCOCCN(C)C)cc3F)n(c12)-c1ccc(F)cc1,1090.0,0.0
CC(Oc1cc(F)ccc1-c1ccncc1N(C)C(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)C#N,1098.0,0.0
CN(C(=O)c1cc(cc(c1)S(C)(=O)=O)C(F)(F)F)c1cnc(C)cc1-c1ccccc1OC1COC1,1111.0,0.0
COc1cc(F)ccc1-c1ccncc1N(C)C(=O)c1cc(OCCO)cc(c1)C(F)(F)F,1148.0,0.0
CS(=O)(=O)c1cc(cc(c1)C(F)(F)F)C(=O)N(CCO)c1cnccc1-c1ccccc1F,1150.0,0.0
C[C@H](CCC(=O)NCC(O)=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,1180.0,0.0
Cc1ccccc1-c1ccncc1N(C1COC1)C(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,1202.0,0.0
O=C(N1CCN(C2CC2)c2ccccc12)c1cnccc1Oc1ccc2[nH]ccc2c1,1216.0,0.0
CN(C(=O)c1cc(cc(c1)S(C)(=O)=O)C(F)(F)F)c1cnccc1-c1cccnc1Cl,1225.0,0.0
CN(C(=O)c1cc(F)cc(F)c1)c1cnccc1-c1ccccc1C,1227.0,0.0
CN(C(=O)c1cc(SC2CNC2)cc(c1)C(F)(F)F)c1cnccc1-c1ccc(F)cc1OC(F)(F)F,1228.0,0.0
CCC(N(Cc1cnccc1-c1ccccc1)C(=O)c1ccco1)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,1230.0,0.0
CC(CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,1250.0,0.0
C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,1250.0,0.0
CN(C(=O)c1c(C)onc1-c1ccc(cc1)C(F)(F)F)c1ccc(Cl)cc1,1258.93,0.0
CC(C)c1ccc(cc1)N(C)C(=O)c1c(C)onc1-c1ccccc1Cl,1258.93,0.0
COc1cccc(c1)N(C)C(=O)c1c(C)onc1-c1ccccc1Cl,1258.93,0.0
CN(C(=O)c1c(C)onc1-c1ccccc1Cl)c1cccc(C)c1,1258.93,0.0
Clc1ccc(Cl)c(CN2CCC[C@@H]2C(=O)N2CCN(C3CC3)c3ccccc23)c1,1259.0,0.0
CCC(=O)N(Cc1cc(cc(c1)C(F)(F)F)C(F)(F)F)Cc1cnccc1-c1ccccc1,1270.0,0.0
Cc1oc(=O)oc1COC(=O)c1coc2ccc(Oc3ccncc3C(=O)N3CCN(C4CC4)c4ccccc34)cc12,1287.0,0.0
CCn1c2nnc(SCc3ccc(cc3)C(F)(F)F)n2c2ccccc2c1=O,1310.0,0.0
CC[C@H]1[C@@H](O)[C@H]2[C@@H]3CC[C@H]([C@H](C)CCN)[C@@]3(C)CC[C@@H]2[C@@]2(C)CC[C@@H](O)C[C@@H]12,1320.0,0.0
C[C@H]([C@@H]1C[C@@H]1C(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,1330.0,0.0
COc1cc(F)c(F)cc1-c1ccncc1N(CC(F)(F)F)C(=O)c1cc(F)cc(c1)C(F)(F)F,1332.0,0.0
CN(C(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cnc(Cl)cc1-c1cc(F)ncc1Cl,1332.0,0.0
CS(=O)(=O)c1cc(cc(c1)C(F)(F)F)C(=O)N(CC(N)=O)c1cnccc1-c1ccccc1Cl,1335.0,0.0
COc1cc(ccc1Cl)C1CCCc2nc(SCc3c(F)cccc3Cl)n(c12)-c1ccc(F)cc1F,1340.0,0.0
OC(=O)Cc1coc2cc(Cl)c(Oc3ccncc3C(=O)N3CCN(C4CC4)c4ccccc34)cc12,1358.0,0.0
CO[C@@H]1CC[C@@]2(C)[C@@H](C1)C[C@@H](O)[C@H]1[C@@H]3CC[C@H]([C@H](C)CCC#N)[C@@]3(C)CC[C@H]21,1380.0,0.0
CN(C(=O)c1cc(O)cc(c1)C(F)(F)F)c1cnccc1-c1ccccc1Cl,1381.0,0.0
Cc1nn(C)c(Oc2cccc(Cl)c2Cl)c1C(=O)N1CCCCC1c1ccccc1C,1400.0,0.0
CCOC(=O)CNC(=O)c1coc2cc(Cl)c(cc12)C(=O)Oc1ccncc1C(=O)N1CCN(C2CC2)c2ccccc12,1405.0,0.0
CCc1nnn(c1C(=O)N(C)c1ccc(Cl)cc1)-c1ccccc1,1420.0,0.0
C[C@@H]1CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2[C@H]1C)C(O)=O,1430.0,0.0
CN(C(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cnccc1-c1sc(C)nc1C,1470.0,0.0
CS(=O)(=O)CCN(C(=O)c1cc(cc(c1)S(C)(=O)=O)C(F)(F)F)c1cnccc1-c1ccccc1Cl,1479.0,0.0
FC(F)(F)c1cc(cc(c1)C(F)(F)F)C(=O)N(CCNC(=O)OCc1ccccc1)c1cnccc1-c1ccccc1Cl,1488.0,0.0
CC[C@H]1[C@H](O)[C@H]2[C@@H]3CC[C@H]([C@H](C)CCC(O)=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CC[C@@H](O)C[C@@H]12,1490.0,0.0
COc1cc(F)ccc1-c1ccncc1N(CC1CCOC1)C(=O)c1cc(cc(c1)S(C)(=O)=O)C(F)(F)F,1496.0,0.0
Cn1cc(C(O)=O)c2ccc(cc12)N1CCC(CC1)OCc1c(onc1-c1c(Cl)cccc1Cl)C1CC1,1497.0,0.0
CC(C)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@@H](OC(=O)Nc6ccc(F)cc6)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12)C(O)=O,1506.0,0.0
COc1ccc(cc1Cl)C1CCCc2nc(SCc3c(F)cccc3Cl)n(c12)-c1ccc(F)cc1,1510.0,0.0
CN(C(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cnccc1-c1cccc(Cl)n1,1535.0,0.0
Clc1ccc(Cl)c(CN2CCCC[C@H]2C(=O)N2CCN(C3CC3)c3ccccc23)c1,1585.0,0.0
CN(C(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cnccc1-c1ccc(Cl)cc1C,1618.0,0.0
CN(C(=O)c1cc(F)c(F)c(F)c1)c1cnccc1-c1ccccc1C,1641.0,0.0
COc1ncccc1-c1ccncc1N(CC(F)(F)F)C(=O)c1cc(F)cc(c1)C(F)(F)F,1663.0,0.0
CN(C(=O)c1cc(N)cc(c1)C(F)(F)F)c1cnccc1-c1ccccc1C,1695.0,0.0
COc1cc(F)ccc1-c1ccncc1N(C[C@H]1CCCCO1)C(=O)c1cc(cc(c1)S(C)(=O)=O)C(F)(F)F,1739.0,0.0
CC(=C)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CCC(N=O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12)C(O)=O,1750.0,0.0
O=C(N1CCN(C2CC2)c2ccccc12)c1cncn1Cc1ccccc1,1751.0,0.0
CC[C@H]1[C@@H](O)[C@H]2[C@@H]3CC[C@H]([C@H](C)CCc4nn[nH]n4)[C@@]3(C)CC[C@@H]2[C@@]2(C)CC[C@@H](O)C[C@@H]12,1770.0,0.0
CN(C(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cnccc1C1=CCOCC1,1783.0,0.0
CN(C(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cnc(Cl)cc1-c1ncccc1Cl,1834.0,0.0
CN(C(=O)c1cc(cc(c1)S(C)(=O)=O)C(F)(F)F)c1cnccc1-c1ccccc1OCc1ccccc1,1864.0,0.0
CN(C(=O)c1cc(cc(c1)S(C)(=O)=O)C(F)(F)F)c1cnc(C)cc1-c1ccccc1OCC1COC1,1885.0,0.0
CO[C@@H]1CC[C@@]2(C)[C@H](C[C@@H](O)[C@H]3[C@@H]4CC[C@H]([C@H](C)CCC(=O)N5CCCC5)[C@@]4(C)CC[C@H]23)C1,1900.0,0.0
CN(C(=O)c1cc(C)cc(C)n1)c1cnccc1-c1ccccc1C,1920.0,0.0
C[C@H](CCC(=O)NCCS(O)(=O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,1920.0,0.0
COc1ccc(cc1OC)N(C)c1c(CCC(O)=O)nc(SCc2c(F)cccc2F)n1-c1ccc(F)cc1,1935.0,0.0
CN(C(=O)c1cc(CO)cc(c1)C(F)(F)F)c1cnccc1-c1ccccc1Cl,1964.0,0.0
COc1cc(c(OC)nn1)-c1ccncc1N(C)C(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,1966.0,0.0
FC(F)(F)c1cc(cc(c1)C(F)(F)F)C(=O)N(C1CC1)c1cnccc1-c1ccccc1Cl,1976.0,0.0
CCc1cc(c(cn1)N(C)C(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)-c1ccccc1C,1980.0,0.0
Clc1ccc(Cl)c(CN2CCCC[C@@H]2C(=O)N2CCN(C3CC3)c3ccccc23)c1,1995.0,0.0
CN(C(=O)c1c(C)onc1-c1ccccc1Cl)c1ccccc1Cl,1995.26,0.0
CN(C(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cnc(cc1-c1ccccc1C)-c1ccc[nH]1,2012.0,0.0
CN(C(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cnccc1-c1cc(ccc1C)C(O)=O,2017.0,0.0
CN(C(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cnccc1-c1ccc(F)cc1OCc1ccccc1,2054.0,0.0
COc1ccc(SCc2cnc(SCc3c(F)cc(cc3F)-c3nn[nH]n3)n2-c2ccc(F)cc2)cc1OC,2060.0,0.0
