Smiles,EC50 (nM),values
CC(=C)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@](O)(CC=C)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12)C(O)=O,2080.0,0.0
Fc1ccccc1-c1ccncc1CN(Cc1ccccc1)S(=O)(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,2100.0,0.0
CN(C(=O)c1ccc(c(F)c1)C(F)(F)F)c1cnccc1-c1ccccc1C,2159.0,0.0
Cc1ccc(CCNC(=O)[C@@H]2CCCN(C2)c2ncccn2)cc1,2170.0,0.0
CC(C)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12)C(O)=O,2170.0,0.0
COc1cc(F)ccc1-c1ccncc1N(Cc1ncc(C)o1)C(=O)c1cc(cc(c1)S(C)(=O)=O)C(F)(F)F,2202.0,0.0
CC1(C)CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2C1)C(O)=O,2250.0,0.0
C[C@H](CC#N)[C@H]1CC[C@H]2[C@@H]3C[C@@](O)(C=C)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,2260.0,0.0
CN(C(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cnccc1-c1ccccc1CCO,2264.0,0.0
C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@@H](F)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,2290.0,0.0
[Cl-].COc1ccc(SCc2cnc(SCc3c(F)cc(cc3F)C(=O)NCC[N+](C)(C)C)n2-c2ccc(F)cc2)cc1OC,2300.0,0.0
C[C@H](CCC(=O)NCCS(O)(=O)=O)[C@H]1CC[C@H]2[C@@H]3[C@@H](C)C[C@@H]4CCCC[C@]4(C)[C@H]3CC[C@]12C,2360.0,0.0
C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,2390.0,0.0
CN(C(=O)c1cc(cc(c1)C(F)(F)F)N1CCCC1=O)c1cnccc1-c1ccccc1C,2405.0,0.0
CN(C(=O)c1cc(cc(c1)S(C)(=O)=O)C(F)(F)F)c1cnc(C)cc1-c1cc(F)ccc1C,2411.0,0.0
COc1cc(F)ccc1-c1cc(C)ncc1N(C)C(=O)c1cc(SCCCCC(O)=O)cc(c1)C(F)(F)F,2417.0,0.0
CN(C(=O)c1cc(Cl)cc(C)n1)c1cnccc1-c1ccccc1C,2433.0,0.0
C[C@]12CC[C@H]3[C@@H](CC[C@@H]4C[C@H](O)CC[C@]34C)[C@@H]1CC[C@@H]2O,2440.0,0.0
COc1cc(F)ccc1-c1ccncc1N(Cc1nc(C)co1)C(=O)c1cc(cc(c1)S(C)(=O)=O)C(F)(F)F,2463.0,0.0
CN(C)C(=O)CN(C(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cnccc1-c1ccccc1Cl,2471.0,0.0
CN(C(=O)c1c(C)onc1-c1ccccc1Cl)c1ccccc1F,2511.89,0.0
COc1ccccc1N(C)C(=O)c1c(C)onc1-c1ccccc1Cl,2511.89,0.0
CN(C(=O)c1c(C)onc1-c1ccccc1Cl)c1ccc(Cl)cc1Cl,2511.89,0.0
Clc1ccc(Cl)c(CN2CCC[C@H]2C(=O)N2CCCc3ccccc23)c1,2512.0,0.0
Clc1ccc(Cl)c(Oc2ncccc2C(=O)N2CCCc3ccccc23)c1,2560.0,0.0
OC(=O)c1coc2ccc(Oc3ccncc3C(=O)N3CCN(C4CC4)c4ccccc34)cc12,2577.0,0.0
C[C@]12CC[C@H]3[C@@H](CC[C@@H]4C[C@@H](O)CC[C@]34C)[C@@H]1CCC2=O,2620.0,0.0
CC[C@H]1C[C@@H]2CCCC[C@]2(C)[C@H]2CC[C@]3(C)[C@H](CC[C@H]3[C@H]12)[C@H](C)CCC(O)=O,2630.0,0.0
CN(C(=O)c1cc(cc(c1)S(C)(=O)=O)C(F)(F)F)c1cnccc1-c1cccnc1OC1CN(C1)C(=O)OC(C)(C)C,2722.0,0.0
COc1cccc(c1OC)-c1ccncc1N(C)C(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,2723.0,0.0
CN(C(=O)c1ccc(cc1)C(F)(F)F)c1cnccc1-c1ccccc1C,2740.0,0.0
CC(C)[C@]1(O)C[C@H]2[C@@H]3CC[C@H]([C@H](C)CC#N)[C@@]3(C)CC[C@@H]2[C@@]2(C)CC[C@@H](O)C[C@@H]12,2780.0,0.0
COc1cccc(c1)C1CCCc2nc(SCc3c(F)cccc3Cl)n(c12)-c1ccc(F)cc1,2780.0,0.0
C[C@H](C[C@H](C)C(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,2830.0,0.0
COc1cc(F)ccc1-c1ccncc1N(C[C@@H]1CCCCO1)C(=O)c1cc(cc(c1)S(C)(=O)=O)C(F)(F)F,2842.0,0.0
COc1ccc(F)c(c1F)-c1ccncc1N(C)C(=O)c1cc(cc(c1)S(C)(=O)=O)C(F)(F)F,2900.0,0.0
C[C@H]([C@@H]1C[C@H]1C(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,2910.0,0.0
Fc1ccc(cc1)-n1c(SCc2c(F)cccc2Cl)nc2CCCC(c12)c1ccc2OCCOc2c1,2930.0,0.0
COc1ccc(cn1)-c1ccncc1N(C)C(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,2937.0,0.0
COc1ncccc1-c1ccncc1N(CC(N)=O)C(=O)c1cc(cc(c1)S(C)(=O)=O)C(F)(F)F,2952.0,0.0
CN(C(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cnccc1-c1c(C)nn(C)c1C,2955.0,0.0
COc1cc(F)ccc1-c1ccncc1N(Cc1nccn1C)C(=O)c1cc(cc(c1)S(C)(=O)=O)C(F)(F)F,2963.0,0.0
CCNc1nc2CCN(Cc2c(n1)C(N)=O)C(=O)CCc1ccc(nc1)C(C)(F)F,2990.0,0.0
OC(=O)c1cccc(OCc2ccc3ccccc3n2)c1,3000.0,0.0
CS(=O)(=O)c1cc(cc(c1)C(F)(F)F)C(=O)N(CC(N)=O)c1cnccc1-c1ccccc1F,3030.0,0.0
CN(C(=O)c1cc(cc(c1)S(C)(=O)=O)C(F)(F)F)c1cnc(Cl)cc1-c1cc(F)ccc1C,3042.0,0.0
CO[C@@H]1CC[C@@]2(C)[C@@H](C1)C[C@@H](O)[C@H]1[C@@H]3CC[C@H]([C@H](C)CCc4nn[nH]n4)[C@@]3(C)CC[C@H]21,3070.0,0.0
CC(=O)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12)C(O)=O,3110.0,0.0
CN(C(=O)c1cc(NCCO)cc(c1)C(F)(F)F)c1cnccc1-c1ccccc1C,3126.0,0.0
Cc1onc(c1C(=O)Nc1ccc(Cl)cc1)-c1ccccc1Cl,3162.28,0.0
Cc1onc(c1C(=O)N(C1CC1)c1ccc(Cl)cc1)-c1ccccc1Cl,3162.28,0.0
Cc1onc(c1C(=O)N1CCc2cc(Cl)ccc12)-c1ccccc1Cl,3162.28,0.0
CC(=C)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CCC(=NOC(=O)c6ccccc6)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12)C(O)=O,3170.0,0.0
C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@@H](O)CC[C@]34C)[C@@H]1CCC2=O,3200.0,0.0
OC(=O)CCNC(=O)CCc1cc(Cl)c(Oc2ccncc2C(=O)N2CCN(C3CC3)c3ccccc23)cc1Cl,3300.0,0.0
CC(CO)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12)C(O)=O,3320.0,0.0
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C)[C@@H]1CCC2=O,3330.0,0.0
CS(=O)(=O)c1cc(cc(c1)C(F)(F)F)C(=O)N(CC(N)=O)c1cnccc1-c1ccccc1OC(F)(F)F,3336.0,0.0
CN(C(=O)c1cc(cc(c1)S(C)(=O)=O)C(F)(F)F)c1cnccc1-c1ccc(F)cc1OCc1ccccc1,3460.0,0.0
COc1cc(F)ccc1-c1ccncc1N(Cc1cc(C)on1)C(=O)c1cc(cc(c1)S(C)(=O)=O)C(F)(F)F,3500.0,0.0
CN1CCN(CC1)c1cc(nc(n1)C(F)(F)F)N1CC[C@@H]1C(=O)NCCc1ccc(cc1)C#N,3540.0,0.0
CC(C)C(=O)ON=C1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC[C@]2(C)[C@H]4[C@@H](CC[C@@]4(CC[C@@]32C)C(O)=O)C(C)=C)C1(C)C,3650.0,0.0
C[C@]12CC[C@H]3[C@@H](CC[C@@H]4C[C@H](O)CC[C@]34C)[C@@H]1CCC2=O,3760.0,0.0
CCOC(=O)CCc1cc(Cl)c(Oc2ccncc2C(=O)N2CCN(C3CC3)c3ccccc23)cc1Cl,3800.0,0.0
Clc1ccc(Cl)c(Oc2cncnc2C(=O)N2CCCc3ccccc23)c1,3871.0,0.0
C[C@H](CCC(=O)NCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,3880.0,0.0
C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,3980.0,0.0
Clc1ccc(Cl)c(CN2CCC[C@H]2C(=O)N2CCSc3ccccc23)c1,3981.0,0.0
CN(C)c1ccc(cc1)N(C)C(=O)c1c(C)onc1-c1ccccc1Cl,3981.07,0.0
CN(C(=O)c1c(C)onc1-c1ccccc1Cl)c1ccccc1,3981.07,0.0
FC(F)(F)c1cc(CN(Cc2cnccc2-c2ccccc2)C(=O)c2ccncc2)cc(c1)C(F)(F)F,4080.0,0.0
CC(CCC(O)=O)C1CCC2C3CC[C@H]4CC(O)CC[C@@]4(C)C3CC(O)[C@]12C,4390.0,0.0
C[C@H](C[C@H](C)C(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,4390.0,0.0
C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O,4490.0,0.0
C[C@H](CC#N)[C@H]1CC[C@H]2[C@@H]3C[C@](O)([C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)c1ccccc1,4580.0,0.0
CC(=C)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12)C(O)=O,4710.0,0.0
CC[C@H]1[C@@H](O)[C@H]2[C@@H]3CC[C@H]([C@H](C)CCC(O)=O)[C@@]3(C)[C@@H](O)C[C@@H]2[C@@]2(C)CC[C@@H](O)C[C@@H]12,4790.0,0.0
COc1cc(ccc1Cl)C1CCCc2nc(SCc3c(F)cccc3OC)n(c12)-c1ccc(F)cc1,4810.0,0.0
C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3C[C@@H](O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,4890.0,0.0
C[C@H](CCC(=O)NCCS(O)(=O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,4950.0,0.0
CCOC(=O)CN(C)C(=O)CCc1cc(Cl)c(Oc2ccncc2C(=O)N2CCN(C3CC3)c3ccccc23)cc1Cl,5000.0,0.0
CC(=O)ON=C1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC[C@@H]2[C@H]4[C@@H](CC[C@@]4(CC[C@@]32C)C(O)=O)C(C)=C)C1(C)C,5000.0,0.0
CCN(C(=O)c1c(C)onc1-c1ccccc1Cl)c1cccc(Cl)c1,5011.87,0.0
COc1ccc(cc1)-c1noc(C)c1C(=O)N(C)c1ccc(Cl)cc1,5011.87,0.0
C[C@H](CCCS(O)(=O)=O)[C@H]1CCC2C3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)C3CC[C@]12C,5020.0,0.0
CCOC(=O)CNC(=O)CCc1cc(Cl)c(Oc2ccncc2C(=O)N2CCN(C3CC3)c3ccccc23)cc1Cl,5300.0,0.0
Clc1ccc(Cl)c(Oc2nccnc2C(=O)N2CCCc3ccccc23)c1,5422.0,0.0
CN(CC(O)=O)C(=O)CCc1cc(Cl)c(Oc2ccncc2C(=O)N2CCN(C3CC3)c3ccccc23)cc1Cl,5800.0,0.0
Cc1ccnc(n1)N1CCC[C@H](C1)C(=O)NCCc1ccccc1,5800.0,0.0
C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4CCCC[C@]4(C)[C@H]3CC[C@]12C,6080.0,0.0
COc1ccc(SCc2cnc(SCc3c(F)cc(cc3F)C(O)=O)n2-c2ccc(F)cc2)cc1OC,6080.0,0.0
C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,6100.0,0.0
C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@@H](C)C[C@@H]4CCCC[C@]4(C)[C@H]3CC[C@]12C,6180.0,0.0
COc1cc(ccc1Cl)C1(CF)CCCc2nc(SCc3c(F)cccc3Cl)n(c12)-c1ccc(F)cc1,6200.0,0.0
C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@H](O)CC[C@]34C)[C@@H]1CCC2=O,6220.0,0.0
CC(=C)C[C@@]1(O)CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC[C@@H]2[C@H]4[C@@H](CC[C@@]4(CC[C@@]32C)C(O)=O)C(C)=C)C1(C)C,6270.0,0.0
CCCc1ccc(cc1)N(C)C(=O)c1c(C)onc1-c1ccccc1Cl,6309.57,0.0
C[C@]1(CO1)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12)C(O)=O,6910.0,0.0
C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@H](O)CC[C@]34C)[C@@H]1CC[C@@H]2O,7010.0,0.0
Fc1ccc(N(C(=O)COc2cccc3cnccc23)c2ccc(F)cc2C#N)c(Cl)c1,7370.0,0.0
COc1cc(ccc1Cl)C1CCCc2nc(SCc3cc(F)ccc3F)n(c12)-c1ccc(F)cc1,7415.0,0.0
FC(F)(F)c1cc(CN(Cc2cnccc2-c2ccccc2)C(=O)c2ccc(Cl)cc2)cc(c1)C(F)(F)F,7430.0,0.0
CCC(=O)ON=C1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC[C@@H]2[C@H]4[C@@H](CC[C@@]4(CC[C@@]32C)C(O)=O)C(C)=C)C1(C)C,7730.0,0.0
CC(=C)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CCC(=NOC(=O)CCC=C)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12)C(O)=O,7880.0,0.0
COC(=O)c1ccc(cc1)N(C)C(=O)c1c(C)onc1-c1ccccc1Cl,7943.28,0.0
CN(C(=O)c1c(C)onc1-c1ccccc1Cl)c1ccc(cc1)C(C)(C)C,7943.28,0.0
OC(=O)CNC(=O)CCc1cc(Cl)c(Oc2ccncc2C(=O)N2CCN(C3CC3)c3ccccc23)cc1Cl,8000.0,0.0
Clc1ccc(CCNC(=O)[C@@H]2CCCN(C2)c2ccncn2)cc1,8170.0,0.0
C[C@H](CCc1nc(C)no1)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,8440.0,0.0
C[C@H](C[C@H](C)C(O)=O)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@]12C)[C@@]1(C)CCC(=O)C[C@H]1CC3=O,9130.0,0.0
[O-]C(=O)C(F)(F)F.COc1ccc(SCc2cnc(SCc3c(F)cc(cc3F)S(=O)(=O)NCCC[N+](C)(C)C)n2-c2ccc(F)cc2)cc1OC,9360.0,0.0
COc1ccc(cc1OC)[C@H]1CCCc2nc(SCc3c(F)cccc3Cl)n(c12)-c1ccc(F)cc1,9390.0,0.0
CN1CCN(CC1)c1cc(nc(n1)C(F)(F)F)N1CCC[C@H]1C(=O)NCCc1ccc(cc1)C#N,4.0,1.0
CN1CCN(CC1)c1nc(nc(C)c1F)N1CCC[C@H](C1)C(=O)NCCc1ccc(cc1)C#N,4.0,1.0
OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](NC(=O)CCCCc1cc(Cl)c(CN2CSC[C@H]2C(=O)N2CCN(C3CC3)c3ccccc23)cc1Cl)C(O)=O,4.0,1.0
COc1ccc(cc1)N1CCN(CC1)C(=O)c1cncn1[C@H](C)c1ccccc1,4.4,1.0
COc1ccc(cc1OC)N(C)c1cnc(SCc2c(F)cccc2F)n1-c1ccc(F)cc1F,4.8,1.0
COc1cc(F)ccc1-c1ccncc1N(C)C(=O)c1cc(cc(c1)S(=O)(=O)N1CC2(COC2)C1)C(F)(F)F,5.0,1.0
C[C@H](O)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@@H](OC(=O)NC6CC6)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12)C(O)=O,5.1,1.0
CN1CCN(C(=O)C2(CC2)C(=O)Nc2cc(Cl)ccc2Cl)c2ccccc12,5.1,1.0
CCOC(=O)Cc1coc2cc(Cl)c(Oc3ccncc3C(=O)N3CCN(C4CC4)c4ccccc34)cc12,5.2,1.0
CC(=O)c1cccc(Oc2ccncc2C(=O)N2CCN(C3CC3)c3ccccc23)c1,5.5,1.0
Fc1ccccc1-c1ccncc1CN1C(ON=C1c1ccco1)c1cc(cc(c1Cl)C(F)(F)F)C(F)(F)F,5.6,1.0
CO[C@@H]1C[C@@H]2C[C@H](O)CC[C@]2(C)[C@H]2CC[C@]3(C)[C@H](CC[C@H]3[C@H]12)[C@H](C)CCc1nnc(C)o1,5.6,1.0
COc1ccc(cc1OC)C(C)(C)c1cnc(SCCOc2ccc(cc2F)-n2ccnc2)n1-c1ccc(F)cc1,5.8,1.0
COc1cc(F)ccc1-c1ccncc1N(C)C(=O)c1cc(nc(c1)C(F)(F)F)C(F)(F)F,6.0,1.0
Cc1ccccc1[C@H](C\C(=N\O)c1ccc(=O)n(C)n1)c1ccc(Br)cc1,6.0,1.0
CCOC(=O)CNC(=O)\C=C\c1oc2ccc(Cl)c(Oc3ccncc3C(=O)N3CCN(C4CC4)c4ccccc34)c2c1C,6.1,1.0
CN1CCN(C(=O)c2cccnc2Oc2cc(Cl)ccc2Cl)c2ccccc12,6.1,1.0
OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CNC(=O)CCc1cc(Cl)c(CN2CSC[C@H]2C(=O)N2CCN(C3CC3)c3ccccc23)cc1Cl,6.3,1.0
OC(=O)CC[C@H](NC(=O)CCCCc1cc(Cl)c(CN2CSC[C@H]2C(=O)N2CCN(C3CC3)c3ccccc23)cc1Cl)C(O)=O,6.3,1.0
OCc1cc(Cl)c(CN2CSC[C@H]2C(=O)N2CCN(C3CC3)c3ccccc23)cc1Cl,6.3,1.0
CS(=O)(=O)c1ccc(CC2CCC(CC2)c2c(cnn2-c2ccc(F)cc2)C(=O)N2CCC(C2)c2ccc(F)cc2)cc1,7.0,1.0
Clc1ccc(Cl)c(Oc2cnccc2C(=O)N2CCCc3ccccc23)c1,7.0,1.0
COc1ccc(cc1OC)C(C)(C)c1cnc(SCCOc2ccc(cc2)-n2cccc2)n1-c1ccc(F)cc1,7.8,1.0
Clc1cccc(Oc2ccncc2C(=O)N2CCN(C3CC3)c3ccccc23)c1,7.9,1.0
C[C@H](CC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,10400.0,0.0
C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@]12C)[C@@]1(C)CCC(=O)C[C@H]1CC3=O,10930.0,0.0
[O-]C(=O)C(F)(F)F.COc1ccc(SCc2cnc(SCc3c(F)cc(cc3F)S(=O)(=O)N(CCCO)CCC[N+](C)(C)C)n2-c2ccc(F)cc2)cc1OC,11750.0,0.0
CCOC(=O)CCNC(=O)CCc1cc(Cl)c(Oc2ccncc2C(=O)N2CCN(C3CC3)c3ccccc23)cc1Cl,12000.0,0.0
Clc1cc(Oc2ccncc2C(=O)N2CCN(C3CC3)c3ccccc23)c(Cl)cc1CCC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCNC(=O)CCc1cc(Cl)c(Oc2ccncc2C(=O)N2CCN(C3CC3)c3ccccc23)cc1Cl,12000.0,0.0
COc1cc(ccc1Cl)C1(CO)CCCc2nc(SCc3c(F)cccc3Cl)n(c12)-c1ccc(F)cc1,12500.0,0.0
CN(C(=O)c1c(C)onc1-c1ccccc1Cl)c1ccc(cc1)C(C)=O,12589.25,0.0
Clc1cc(Oc2ccncc2C(=O)N2CCN(C3CC3)c3ccccc23)c(Cl)cc1CCC(=O)NCCOCCOCCOCCOCCOCCOCCNC(=O)CCc1cc(Cl)c(Oc2ccncc2C(=O)N2CCN(C3CC3)c3ccccc23)cc1Cl,13000.0,0.0
COc1cc(ccc1Cl)C1CCCc2nc(SCc3c(F)cccc3Cl)n(c12)-c1ccc(F)c(c1)C(F)(F)F,13400.0,0.0
C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,13600.0,0.0
C[C@H](CCC(=O)NCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,13600.0,0.0
Clc1cc(Oc2ccncc2C(=O)N2CCN(C3CC3)c3ccccc23)c(Cl)cc1CCC(=O)NCCOCCOCCOCCNC(=O)CCc1cc(Cl)c(Oc2ccncc2C(=O)N2CCN(C3CC3)c3ccccc23)cc1Cl,14000.0,0.0
C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4CCCC[C@]4(C)[C@H]3CC[C@]12C,14500.0,0.0
OC(=O)c1ccc(OCc2ccc3ccccc3n2)cc1,16500.0,0.0
C[C@H](CCCCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,17200.0,0.0
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O,18300.0,0.0
COc1cc(ccc1Cl)C1CCCc2nc(SCc3c(F)cccc3Cl)n(c12)-c1ccc(Cl)cc1,18550.0,0.0
OC(=O)c1cc(O)cc(OCc2ccc3ccccc3n2)c1,20000.0,0.0
C[C@H](CCC(=O)NCCS(O)(=O)=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,24200.0,0.0
C[C@H](CCC([O-])=O)[C@H]1[C@@H](O)C[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,25000.0,0.0
C[C@H](C[C@@H](C)C(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,25500.0,0.0
Fc1ccc(cc1)-n1c(SCc2c(F)cccc2Cl)nc2CCCC(c12)c1ccc2OCOc2c1,26000.0,0.0
COc1cc(ccc1Cl)C1CCCc2nc(SCc3ccc(F)cc3F)n(c12)-c1ccc(F)cc1,26440.0,0.0
COc1ccc(C(=O)Nc2cccc(c2)C(O)=O)c(NC(=O)c2ccc(cc2)C(C)(C)C)c1,30000.0,0.0
C[C@H](CCC(=O)NCCS(O)(=O)=O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,30000.0,0.0
C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,31600.0,0.0
C[C@H](CCC(=O)NCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,33900.0,0.0
